tweet  ;etiket;
korona virüsü salgın hastalığı türkiyenin yetiştirdiği müthiş bir değerini daha erken yaşta aramızdan aldı ;n;
her şey biterse sahilegidip güzelce türkü dinleceğim ;p;
ben otoüse binip korona olmak istemiyorum ;n;
sınava gelmeyeceğim ;n;
koronadan ölen onbi̇nlerce merhumların cenazesi̇ cami̇ye alınmıyor olması kırıcı ;n;
ölüm sadece korona ile tanımlı değil ;n;
maske temizlik mesafe her şeyin çözümü ;p;
korona virüs  mutasyona uğramış yeter ;n;
korona yüzünden herşeye mahrum kaldık ;n;
simit yemeyi bile özledim ;p;
çaya şeker atmamışım korona oldum sandım aklım  gitti ;n;
bugün yapılması planlanan bilim kurulu toplantısı yarına ertelendi ;nt;
korona var diyerek odamda saklanıyorum kendi halimde rahatım ;p;
hayatımda pozitif şeyler de var ;p;
sevdiğimi özledim korona bit artık ;n;
milletin derdi geçim sıkıntısı korona varken işe gitmek zorunda kalanlar için çok üzülüyorum ;n;
maske takmak koronadan koruyor ;p;
sosyal mesafemizi koruyarak virüsü yenebiliriz ;p;
sokağa çıkma yasağı işe yarıyor ;p;
güzel günler için tedbiri elden bırakmayalım ;p;
psikolojik baskı ile işimize gidip geliyoruz ;n;
hastanelerin tüm iş yükünü sağlık çalışanları çekiyor ;nt;
sağlık çalışanları gece çalışma ücretlerini almamaktadır ;n;
bunalıma girdik ;n;
korona olmak istemiyorum sınavlar iptal edilsin ;n;
koronavirüs aşısı türkiyede en kısa zamanda uygulanacak çok şükür ;p;
sınava çalışamadık pskilojimiz bozuldu ;n;
online eğitimin verimi değil umarım hayat normale döner en iyi eğitim okulda olanmış ;p;
korona virüsü hijyen kurallarına dikkat ederek yenebiliriz ;p;
ülke olarak niçin bu teknolojiyi geliştiremiyoruz anlamıyorum ;n;
korona aşısını bile bizim milletimizden bir cevher buldu şükürler olsun ;p;
korona virüs ölümleri devlet desteklidir ;nt;
korona çok arttı biraz daha dikkatli olmalıyız ;nt;
korona olmadım iyi hissediyorum ;p;
sınavda korona bulaşır diye çok endişeliyim ;n;
kışın korona tedbirlerine daha sıkı uyulması gerekiyor ;nt;
öksürürken çıkan virüs önceden bir dakika canlı kalamazken şimdi on dakika canlı kalıyor ;nt;
korona döneminde adliyelerde uğraşmak çok zor ;n;
karanlık günler arkamızda değil aklımızda gelecek güzel günler var ;p;
iyi haber normalleşmeden yavaş yavaş konuşabiliriz ;p;
korona maske mesafe olmadan hayat ne güzel olur ;p;
yeni tip korona virüs çıktı hızla yayılıyor ölü sayıları düşmüyor ;n;
bugün bilim kurulu yapılacaktı ama kendinize kıyamadınız  ;n;
korona olurken siz suçlu değilsiniz öldüğünüzde sağlıkçılar suçlu yazık ;n;
hayata karşı bıkkınlığımı yorgunluğumu kelimelere dökemiyorım ;n;
artık mahvettin bizi korona ;n;
kalbim yoruldu kocam beni görmedi ;n;
korona daha iyiye giderse sizinle buluşacağım ;p;
korona virüsün ömrü uzadı bilim kurulu üyesinden korkutan açıklama geldi ;n;
sıkılan herkese iyi akşamlar ;p;
korona sayesinde nerde çekiliş var katılıyorum  ;nt;
belki hayat çekilişte güler yüzümüze umudum var ;p;
giden canlar geri alınamaz ;n;
sınavların telafisi yapılır ;p;
bizi tehlikeye atmaktan vazgeçin sınavlara gelmiyorum ;n;
ben daha hiç korona olmadım çok şükür ;p;
korona virüs bilim kurulu ertelendi ;nt;
ablam korona sayesinde ders çalışıyor üniversiteyi kazanıp evden gider diye seviniyorum ;p;
korona yüzünden okullar ve üniversiteler kapandığı için çok üzgünüm ;n;
yağmur duası gibi topluca korona için dua etsek biter ;p;
başka odaya attılar seni çok iyi anlıyorum ;p;
göz kapaklarım bile ağrıyor korona çok kötü bir hastalık ;n;
korona olmasaydı kampüse gitmiş olsaydık huzurla dostlarla oturdaydık ;p;
korona virüsü tedbirlerini hiçe sayarak eğlence düzenleyenler siz çok kötü insanlarsınız ;nt;
korona hiçbir şey yapamaz abartmayın ;p;
yüz yüze eğitime iyi tedbirler kapmasında başlanmalı ;p;
dedemi kaybettim derinden üzgünüm ;n;
her şeye rağmen dikkatli olursak normal hayata döneriz ;p;
korona virüs tehlikeli insanlar tarafından üretilmiştir ;n;
mümkün olduğunca limon suyu içerseniz faydalı olur ;p;
korona bizi mahvettin ;n;
korona diye bir virüs yok ;n;
hiçbir aşının kanıtlanabilirliği olmamış ;n;
mutasyonlu virüse aşı etki etmez ;n;
kafalarmz karıştı ;nt;
geçmiş olsun sağlığına kavuşmana sevindim ;p;
her şeye rağmen dikkatli olun ;nt;
bi̇yoloji̇k korona virüs çabuk geçmiyor ;n;
korona virüs ağrıları etkisi en az iki ay kadar devam ediyor ;nt;
tüm ögrenciler için iyi olan saglıklı olan kararı verin ;p;
korona bittikten sonra arkadaşlarımla buluşmuşup eğleneceğim ;p;
karı koca yirmi gün arayla korona virüsten hayatını kaybetti çok üzgünüm ;n;
korona döneminde yardımlaşma ve dayanışma adına arttı herkese teşekkürler ;p;
korona diye korkuttular ;nt;
eğer bizi sınava gönderirseniz  canlı derste birşey anlamadığımız için kötü not alacağız ;n;
hayattan tat alamıyoruz ;n;
arkadaşlar tüm ülke korona olursak şaşırmayın ;nt;
okul düzgün bir şekilde program düzenlerse vaka olmadan sınavlar yapılabilir ;p;
korona olma riski geçirdik çok kötüydü ;n;
geçmiş olsun umarım en kısa zamanda iyi olursun ;p;
aşk güzel şey ;p;
koronaya karşı aşılama başlıyor ;nt;
aşı çalışmalarına çok kişi katılırsa birbirimizi daha iyi koruruz ;p;
herkes korona olmuş bıkım ;n;
yaşasın otobüslerin kalabalığı azalacak korona virüsü böyle yeneceğiz ;p;
korona bitsin  güzelce gelin buluşalım ;p;
koronanın ömrü uzamış ;nt;
ben artık ölmek istiyorum ;n;
yürüyebilmemiz nefes alabilmemiz için sağlıklı olmamız gerekiyor ;p;
korona yüzünden yakınlarını kaybetmiş biri olarak o acıları yaşamak istemiyorum ;n;
verdiğimiz ilacı içmeyen insanlar var ;nt;
pozitif olduğunu bilip de söylemeyen insanlar çok tehlikelidir ;n;
okuluma gidemiyorum ;n;
canlı derslerden bunaldım ;n;
dedemi koronadan kaybettim ;n;
 ananem korona oldu gerçek ;n;
hayatın monotonluğundan sıyrılıp mutlu olmak istiyorum ;p;
sizin işiniz bizi mutlu etmek ;p;
korona devletleri köşeye sıkıştırıyorlar ;n;
korona aşısı bulundu şükürler olsun ;p;
koronavirüs aşı herkese umut oldu ;p;
fikir sahibi öğretmenlere teşekkürler ;p;
bunu yayın gençler sınava gelmiyorum  ;n;
sınava gelmiyorum çünkü online dersden bir şey anlamadım ;n;
korona olmaktan çok korkuyorum ;n;
sınava gelmiyorum ;n;
sınavlar i̇ptal edilsin ;n;
bakanım bizi duyun mutlu haberleri verim ;p;
salgın bu kadar fazla sınava gelmek tehlikeli olur ;n;
sınavı istemiyoruz ;n;
korona olabilir ama çok abartıyorsunuz rahat olun ;p;
bir gün sınava gitmekten bir şey olmaz çalışıp emek verdik ;p;
korona değil yarattıkları bu korku öldürüyor ;n;
biz kazanacağız ;p;
karantina sürecinin türk göçmenlerin psikolojik durumları üzerindeki etkisi konusunu ele alacağız ;nt;
aşı bouna yan etkisi belirsiz üreticisinin olmadığı şey ;n;
zorunlu yerler harici tüm ticari işletmelerin kapatılması konuşuluyor ;n;
korkunç bi̇r durum yaşandı bebek koronaya yakalandı ;n;
korona çık artık hayatımızdan sıkıldık ;n;
kardeşim gülelim eğlenelim artık ;p;
ikamet yeri harici baska bir yerde bulunma yasağı olursa durum iyileşir ;p;
millet bilimciler ile dalga geçiyor yazık ;n;
korona var millet kafayı yemek üzere ;n;
korona olmasa mutlu mutlu gezerdik ;p;
korona aşısı konusunda acele etmemkte fayda var ;p;
korona varken hayat çok kötü ;n;
korona bitip sağlıklı günler gelecek ;p;
üzgünüm korona bir yıldızı daha aldı ;n;
bugün bir radyoloji doktorunu daha koronadan kaybettik ;n;
ultrason odasında havasız ortamda yakın temas ile nefes tutturarak çalışıyoruz ;nt;
toplu taşımalarda sosyal mesafe kurallarına uyulmuyor ;n;
korona virüsün ölümcül gücünü kaybedeceği tarih belli oldu ;nt;
korona için kamuoyuna kötü mesajlar veriliyor ;n;
her gün korona olmuş gibi yataktan kalkıyorum ;nt;
lütfen bi̇raz empati̇ yapın öğrenci̇ler korona süreci̇nden etki̇lenebi̇li̇yor ;nt;
vakanın düştüğüne ve iyiye gittiğine zerre inanmıyorum ;n;
saklanan ölümler var yazık ;n;
hatalar gizlenen açıklanmayan şeyler duyuyoruz ;n;
tüm sağlık çalışanlarına sonsuz teşekkürler ;p;
kaygılı ve stresli günler yaşıyoruz ;n;
uyku problemi yaşıyoruz ;n;
her şey güzel olacak ;p;
korona günlerinde uyku sorunları konusunu konuşacağız ;nt;
pandemi döneminde evde kalan vatandaşlara düzenli fiziksel aktivite önerisi yapıldı  ;p;
sınavım olduğu saatte sokağa çıkmam yasak ama sınav olmam zorunlu bizi düşünmediniz ;n;
lütfen sağlığınızı önemsiyorsanız maske takın ;p;
korona kimin umurunda halaya devam oh çok mutluyum ;p;
düğün salonunda çekilen görüntüler polisi harekete geçirdi ;nt;
dünyanın konuştuğu bilim insanı aşıyı türkiye için çoktan ayırdı çok şükür ;p;
aşı için imza henüz atılmadı sağlık bakanından izahat bekleniyor ;nt;
sağlık personeli çok yetersiz ;n;
korona zamanı zorluklarını unutamam ;n;
korona döneminde lütfen sınavlar iptal edilsin ;n;
bence gençlere örnek olacak biriydi ;p;
üniversite bize harika bir konferans vermişti ;p;
arkadaşım korona sebebiyle vefat etmiş duydum çok üzüldüm ;n;
süreçte çok zorluklarla ders çalışmaya devam ettik ;n;
bizi mutlu edecek haberi verin lütfen ;p;
koronavirus bilim kurulu bence korona hakkında yeni bir yol haritası belirlemeli ;nt;
korona belasından şimdilik kurtuldum ;p;
korona yavaş yavaş düştüğü zamanlar ne güzel tüm ülkeler okulları açtı ;p;
korona bitene kadar en iyisi dersler online olması ;p;
ailemin canını tehlikeye atamam sınavlar iptal edilsin ;n;
salgını önlemek ve hastalıklardan korunmak sosyal mesafe kurallarına uyalım ;nt;
korona salgınında aşı almayı bile beceremeyen insanlar türkleri yine ölüme terk etti ;p;
yeni vakaların mutasyon geçirmiş yeni bir koronavirüs türünden kaynaklandığı açıklandı ;nt;
korona mutasyonundan sonra dolarda artış yaşandı ;nt;
öğretmenler artık uzaktan eğitimi kendi memleketlerinde versin ;nt;
ailelerimizi çok özledik hepsine huzurla sarılacağız ;p;
aşılar tam olarak iyileştiriyor mu bilemiyoruz ;nt;
yeni̇ korona panik yarattı ;n;
korona biterse ekonomiler iflas etmiş olacak ;n;
maske hijyen mesafe ile güzel günlere kavuşacağız ;p;
sağlık çalışanı korona nedeniyle yaşamını yitirdi ;n;
korona testi ile dünya çapında insanların gen haritaları çıkarıldı ;nt;
adam tv de eline alıp çipli aşıyı gösteriyor yine inanmıyorlar  ;n;
mutasyona uğrayan korona kabusu devam ediyor ;n;
korona aptal bir hastalıktır ;n;
dünyada herkes yakalanacak ;nt;
tedbirler kesinlikle  güzel bir karar ;p;
tertemiz insanların acı çekiyor ;n;
dünya korona belası ile uğraşıyor ;n;
korona salgını sonucu genç yaşta öldü çok üzgünüm ;n;
umudum bitti ;n;
biz eğitimin devamlılığını sağlamaya bakalım ;p;
vakalar tedbirler sonucu azaldı şükürler olsun ;p;
korona işinden hiçbir şey anlamadım ;nt;
sağlık bakanlığı korona sürecini iyi yönetti ;p;
pandemi sürecinde bilişim teknolojilerini iyi kullandı ;p;
mutasyona uğrayan korona virüs daha az ölümcül çok şükür ;p;
korona virüsün mutasyona uğradığı ilk eylül ayında tespit edildi ;nt;
hayallerimizi güzelce yaşaım artık ;p;
küresel siyonizm biyolojik savaşı aşı ile bitecek ;p;
korona mutasyona uğramış ;nt;
koronanın başka türü tespit edilmiş ;nt;
mutasyona uğrayan virüs çok hızlı bulaşıyormuş ;nt;
korona süreci ve yağışsız havalar benim psikolojimi inceden bozmaya başladı ;n;
korona bitsin çıldırcam ;n;
koronadan korunmak için maskelerimizi takalım sağlıklı günlere kavuşalım ;p;
korona virüse karşı aşı tercih edilmeli ;p;
tari̇hi̇n en büyük sağlık aldatmacası çöktü ;n;
rejiminin bilim şampiyonu yalancı çıktı ;n;
korona hayatımızı bitirdi ;n;
korona tehlikesi bitsin artık ;n;
kendi sağlığımızı ve sevdiklerimizin sağlığını korumak için maske takalım ;p;
hep birlikte başarabiliriz ;p;
korona virüsü hep birlikte yenebiliriz ;p;
market dışında bir yere gitmeden korona olursam olay çıkar ;n;
ailemin yanında çok mutluyum ;p;
pandemi sürecinde artık gülemiyorum hissizleştim ;n;
herkesi̇n sınavlarını i̇ptal edi̇n ;n;
sınava ava gi̇den bi̇r çok arkadaşım korona hatsalığına yakanladı sınavlara gelmiyorum ;n;
aşk korona döneminde başıma gelen en güzel duygu ;p;
maske takmaktan kulaklarım acıyor ;n;
normal hayatı nefes almayı özledim ;p;
hijyen hassasiyetim öyle güzel arttı ki ;p;
güzel bir akşam canlı müzik eşliğinde muhabbet edelim ;p;
bu zor süreçte keyif sigarası içmek iyi geliyor ;p;
sağlık bakanlığına güvenmiyorum ;n;
aşı olmaktan tedirginim ;n;
bilim adamı insanlığın tehlikede olduğunu haykırıyor ;n;
i̇limizde ve ilçemizde korona virüs can almaya devam ediyor ;n;
i̇lçemizde son günlerde artan can kayıpları toplumda derin üzüntü ve tedirginlik yarattı ;n;
hayat eğlenceli bayram olsa ;p;
böylesi huzur güve sevgi veren seslere ihtiyaç var ;p;
çok bunaldık ;n;
oksijene ihtiyacımız varmış şarkı için tebrikler ;p;
heevde edebiyat sevgi dolu muhteşem günler yaşıyorum ;p;
kimya mühendisi korona için ilacı buldu şükürler olsun ;p;
sağlık bakan yardımcısı ile görüştü fakat dinlemediler yazıklar olsun ;n;
her türlü hava ve kara ulaşımını kesme kararı alabileceği belirtiliyor ;nt;
maske ve ve mesafeye gerek olmadığını düşüyorum ;nt;
koronanın tüm belirtilerini gösterdiğini ancak pcr test sonuçlarında korona çıkmadığını ifade etti ;nt;
yılbaşında bazı otellerde canlı müzikli eğlence reklamları yapılması şaşkınlık yarattı ;nt;
online dersler faydasız oldu ;n;
korona virüs azalıyor çok şükür ;p;
amcam korona virüs hastalığı sebebiyle tedavi gördüğü hastanede yaşamını yitirdi çok üzgünüm ;n;
artık sevdiklerimizle huzurla korkmadan oturacağımız günlere gidelim ;p;
ben epilepsi hastası bir insanım sınava gelmiyorum ;n;
korona işsizlik ve borçlanmanın artmasına sebep olmaktadır ;nt;
yardımlaşmak ne güzel ;p;
iyi insanlar iyiki var ;p;
karantinada çok hüzünlüyüm ;n;
sağlık bakanlığı korona salgınında başarılı oldu ;p;
korkmayın çağlar boyunca mutasyona uğruyorlar normal olan bu ;p;
korona virüse yakalanan kişiler hastalık sırasında beyinlerinin yarısını kaybediyor ;nt;
hastalığı atlatan kişilerin sözlerine itibar etmeyiniz ;n;
yılbaşı kutlamaları yasak olmasına üzüldüm ;n;
mutasyona uğrayan vi̇rüs ddaha zararlıymış ;n;
mutasyona uğrayan virüsten korkuyroum ;n;
korona ölümlerinin bu kadar fazla olması araştırılmalı ;nt;
yurt dışında yapılan araştırmalardan özellikle bakım evlerinde havalandırma sorunundan dolayı ölümlerin arttığı ortaya çıktı ;nt;
korona mutasyona uğramışken beceriksizler aşı dağıtmaz bir liralık maskeyi dağıtamadılar ;n;
yüreğimiz yanmaya devam ediyor toplumun her kesiminden çıkan ortak ses artık yeter ;n;
maske mesafe temizlik kurallarına riayet edelim ;p;
maskeyi takmayalım artık bıktı ;n;
mutasyon aşıya engel değilmiş korkuyorum ;n;
güneşli bir havada sakin ve huzurlu yürümek iyi gelecek ;p;
salgına dair yeni endişeler  yaşanıyor ;n;
koronavirüse karşı üretilen olduğu resmi aşı onay aldı ;p;
dünyanın korona salgınından bunaldı ;n;
salgınla ilgili tedbir ve yasaklara uyun ;nt;
yılbaşını neşeyle ile evlerinizde kutlayın ;p;
tablo yavaş yavaş değişecek çok şükür ;p;
korona ile mücadele kapmasını ülke olarak iyi yürütüyoruz ;p;
ölü sayıları arttıkça ağlasım geliyor ;n;
bakanın günlük korona son durum değerlendirmeleri yapıldı ;nt;
her şeye rağmen dikkatli olursan mutlu günlere kavuşursun ;p;
bi̇yoloji̇k korona vi̇rüs  ne yazık ki çabuk geçmiyor ;n;
koranın etkisi en az iki ay kadar devam ediyor ;nt;
özellikle yiyecek ve içeceklerine dikkat etmenizde fayda var ;p;
mümkün olduğunca bol limon suyu tüketmek yararlıdır ;p;
korkunç bi̇r ağrı yaşıyorum ;n;
yıllar geçsin biz hep mutlu kalalım ;p;
uzaklıktaki okullarına servisle gitmesi gerekenler tehlikede olur sınavlar iptal edilsin ;n;
hızla mutasyona uğrayan antikor oluşturmayan korona virüse karşı aşı hiçbir işe yaramaz ;n;
